Category,Response,Sensorimotor.version,Item.number,Participant,Trial.no.,Rank,Production.frequency,Mean.rank,First.rank.frequency,LgSUBTLWF,Sensorimotor.proximity,Linguistic.proximity
religion,hinduism,hindu,3599,54,28,2,14,3.714285714,1,0.3,0.97636409,9.131215825
religion,islam,islam,7739,54,28,4,13,2.923076923,2,0.9,0.965654281,7.681017487
religion,judaism,jewish,12804,78,23,7,10,3.6,NA,1.48,0.812022334,8.958211431
religion,mormonism,mormon,8439,78,23,4,2,6.5,NA,0.3,0.963816857,7.500738665
religion,muslim,muslim,10824,42,15,6,4,4.25,1,2.09,0.904806378,4.912175726
religion,paganism,paganism,12894,18,34,8,2,7,NA,0.3,0.931134392,8.463585667
religion,protestant,protestant,3162,42,15,2,3,4,NA,1.9,0.978267849,5.99959835
religion,scientology,scientology,8326,75,14,4,2,5.5,NA,1.2,0.950118011,6.035615935
religious building,cathedral,cathedral,4193,71,35,2,7,3.142857143,NA,2.28,0.920401415,11.29389429
religious building,chapel,chapel,6195,68,35,3,5,2.8,1,2.61,0.949846306,9.078864172
religious building,church,church,4078,68,35,2,19,1.421052632,13,3.55,0.960799539,6.249965483
religious building,monastery,monastery,5997,62,8,3,2,4,NA,2.28,0.906178501,11.09826557
religious building,mosque,mosque,1848,68,35,1,17,2.294117647,4,1.79,0.919609895,13.52480392
religious building,synagogue,synagogue,5708,53,23,3,10,3,NA,1.7,0.934875992,8.15866307
religious building,temple,temple,4745,23,13,3,12,3.75,NA,2.95,0.864917572,7.73545858
rodent,chinchilla,chinchilla,3888,62,25,2,3,3.333333333,NA,1.45,0.919400476,10.80987484
rodent,cockroach,cockroach,657,35,7,1,2,1,2,2.24,0.951106401,0
rodent,cockroaches,cockroach,6108,65,22,3,2,3,NA,2.16,0.951106401,0
rodent,ferret,ferret,13861,20,3,9,3,4.666666667,NA,1.92,0.908074038,0
rodent,guinea pig,guinea pig,7882,59,25,4,6,4,NA,3.347202945,0.891151117,8.026205813
rodent,hamster,hamster,8986,32,1,5,8,3.875,NA,2.04,0.942176827,6.921925804
rodent,mice,mice,2125,77,1,1,3,2.333333333,1,2.53,0.976156486,0
rodent,mouse,mouse,1434,56,32,1,14,1.857142857,4,2.99,0.95600434,7.241529211
rodent,rabbit,rabbit,11342,68,24,6,3,5,NA,3.03,0.856351719,4.499657232
rodent,rat,rat,577,32,1,1,17,1.529411765,11,3.22,0.947061101,7.288132168
rodent,rats,rat,4353,77,1,2,2,1.5,1,2.93,0.947061101,7.252619264
rodent,squirrel,squirrel,10287,20,3,6,3,4.333333333,NA,2.45,0.952419053,0
room in a house,attic,attic,15477,47,25,11,10,8,NA,2.6,0.971888525,7.956656121
room in a house,back,back,2774,29,38,2,2,3,NA,5.01,0.776921634,0.159594266
room in a house,basement,basement,12025,32,6,7,10,8.2,NA,3.03,0.966431708,11.08393544
room in a house,bathroom,bathroom,5070,32,6,3,19,3.894736842,NA,3.5,0.964470818,2.338122241
room in a house,bedroom,bedroom,10678,35,38,6,20,2.4,13,3.27,0.98455185,6.37472404
room in a house,computer,computer,15838,29,38,12,2,11,NA,3.48,0.839508691,0
room in a house,conservatory,conservatory,11671,17,4,7,11,8.090909091,NA,1.85,0.871441746,2.695850628
room in a house,cupboard,cupboard,12141,38,29,7,2,9,NA,2.11,0.868108224,2.921952319
room in a house,dining,dining room,13649,71,2,8,11,5.181818182,NA,2.78,0.981798666,3.368748077
room in a house,front,front,6168,68,7,3,2,2,1,3.97,0.952538028,7.901828926
room in a house,garage,garage,12358,53,38,7,4,8.5,NA,3.143,0.983548273,5.604618584
room in a house,hallway,hallway,8652,20,39,5,7,5.571428571,1,2.69,0.972637627,10.82381038
room in a house,kitchen,kitchen,2537,23,31,2,19,3.263157895,2,3.47,0.95876221,5.201641703
room in a house,laundry,laundry,13084,26,39,8,2,7,NA,2.99,0.902623693,1.416335596
room in a house,library,library,15534,56,16,11,3,11,NA,3.07,0.967040636,5.588000006
room in a house,living,living room,5436,44,26,3,15,2.933333333,2,3.9,0.986040398,10.59375196
room in a house,loft,loft,12788,77,38,7,2,8.5,NA,2.27,0.985096734,8.891099053
room in a house,lounge,lounge,4509,17,4,3,6,5.5,NA,2.6,0.965030227,7.247855848
room in a house,office,office,14679,23,31,10,2,11.5,NA,4.02,0.965233092,0
room in a house,playroom,playroom,11291,65,17,6,2,7.5,NA,1.62,0.966935397,0
room in a house,porch,porch,11762,20,39,7,2,7.5,NA,2.69,0.910169267,2.25841134
room in a house,reception,reception room,15289,23,31,11,2,6,1,2.755,0.972608044,1.678420319
room in a house,stairway,stairway,15824,26,39,12,2,8.5,NA,1.91,0.926243625,0
room in a house,study,study,9928,71,2,5,6,7.166666667,NA,3.4,0.836626927,0
room in a house,toilet,toilet,13415,53,38,8,7,7,NA,3.17,0.884022183,0.378389007
room in a house,washroom,washroom,13692,74,6,8,2,8,NA,1.94,0.943087797,3.357583454
royal title,baron,baron,15478,47,30,11,3,8.666666667,NA,2.84,0.942908131,4.829004992
royal title,baroness,baroness,7803,56,18,4,2,6.5,NA,2.13,0.990058041,7.737962742
royal title,dame,dame,6480,77,22,3,4,6.75,NA,2.85,0.942182676,4.316099419
royal title,duchess,duchess,9713,62,17,5,11,5.545454545,NA,2.36,0.928919886,10.77198694
royal title,duke,duke,4533,17,29,3,13,5.230769231,1,3.11,0.960401849,12.23131295
royal title,king,king,663,35,13,1,20,2.05,8,3.82,0.970263397,5.65659826
royal title,knight,knight,11751,20,25,7,3,9,NA,3.14,0.950864899,0
royal title,lord,lord,3667,56,18,2,3,2.666666667,1,3.85,0.815279642,0.474208232
royal title,prince,prince,7296,38,18,4,19,4.052631579,NA,3.36,0.956619254,10.69333128
royal title,princess,princess,12780,77,22,7,19,4.263157895,NA,3.31,0.962509072,16.75939995
royal title,queen,queen,142,20,25,1,20,1.9,9,3.45,0.982031438,5.6590266
royal title,sir,sir,12674,71,24,7,2,7.5,NA,4.69,0.878057025,0
science,astrology,astrology,9005,33,7,5,2,5,NA,1.68,0.895352953,5.244535004
science,astronomy,astronomy,10518,27,31,6,2,6,NA,1.83,0.841554348,5.749660556
science,astrophysics,astrophysics,12189,42,16,7,4,7.25,NA,1.28,0.902678282,0
science,biochemistry,biochemistry,13831,18,6,9,3,6,NA,1.48,0.941381829,6.563064523
science,biology,biology,5619,51,5,3,17,2.058823529,6,2.4,0.961228027,5.763909163
science,chemistry,chemistry,3937,63,38,2,17,2.411764706,3,2.65,0.934499509,4.884349849
science,computer,computer,13766,78,16,8,2,9.5,NA,3.48,0.847860524,4.376527333
science,engineering,engineering,2792,30,19,2,4,3.75,1,2.52,0.923186214,5.8335164
science,geology,geology,9214,42,16,5,2,4.5,NA,1.68,0.936855159,5.699242649
science,maths,math,3579,54,8,2,2,3,NA,0.9,0.872150714,5.806467219
science,medicine,medicine,14421,69,34,9,3,6.666666667,NA,3.24,0.828554573,4.405414866
science,physics,physics,4691,21,34,3,18,2.777777778,5,2.68,0.985072116,5.271542907
science,political,political science,6509,78,16,3,2,3.5,NA,3.048,0.865407198,1.248124329
science,psychology,psychology,6646,18,6,4,12,3.5,3,2.45,0.817425875,4.742034664
science,sociology,sociology,9408,51,5,5,2,5,NA,1.36,0.904212745,5.882343039
season,autumn,autumn,2068,75,22,1,20,2.7,6,2.29,0.975996507,3.38245648
season,dry,dry,9517,54,31,5,3,6.333333333,NA,3.34,0.891669789,3.153410694
season,fall,fall,7233,36,20,4,3,4.666666667,NA,3.78,0.930166395,0
season,monsoon,monsoon,10699,36,20,6,2,5,NA,1.61,0.943851018,6.440797836
season,spring,spring,6329,72,20,3,19,2.315789474,5,3.2,0.966035422,2.818210263
season,summer,summer,7570,48,20,4,20,2.65,1,3.6,0.992366918,3.637824057
season,winter,winter,2696,27,37,2,20,2.3,8,3.13,0.95578849,2.934265376
snake,adder,viper,6895,25,7,4,2,4.5,NA,1.87,0.979565779,9.439850024
snake,anaconda,anaconda,317,25,7,1,3,2.333333333,1,1.4,0.945109059,9.549526955
snake,boa constrictor,boa constrictor,11881,25,7,7,6,4,1,1.905746206,0.960263996,15.47118234
snake,cobra,cobra,4924,28,2,3,11,2.272727273,5,2.23,0.986906758,7.278752948
snake,corn,corn,2700,28,2,2,3,3,NA,2.86,0.678322092,7.427487261
snake,grass,grass,9464,52,39,5,5,4.2,NA,2.93,0.815818991,6.681660629
snake,python,python,426,28,2,1,15,1.666666667,8,1.9,0.973094047,7.154584062
snake,rattlesnake,rattlesnake,4482,80,16,2,9,2.555555556,2,1.94,0.96634384,7.317033943
snake,sand,sand,7105,31,21,4,2,5,NA,3.02,0.819205222,4.093593433
snake,viper,viper,2830,31,21,2,3,4,NA,2.11,0.979565779,7.248014696
snake,water,water,4155,70,35,2,3,3.333333333,NA,4.06,0.819145603,0.812547147
social gathering,birthday,birthday,4031,67,27,2,2,3,NA,3.7,0.962325005,0
social gathering,birthday party,birthday party,88,19,10,1,2,2,1,4.231329816,0.971595903,2.076567154
social gathering,christmas,christmas,2365,19,10,2,2,3,NA,3.8,0.959373122,0
social gathering,club,club,3188,43,4,2,2,2,NA,3.7,0.939944067,0
social gathering,drinks,drink,8183,70,4,4,2,4,NA,3.24,0.715421406,0.11266363
social gathering,event,event,5777,55,19,3,2,2.5,NA,3.13,0.990369948,9.554375343
social gathering,funeral,funeral,11103,55,19,6,2,4,NA,3.23,0.976489364,0
social gathering,meeting,meeting,5343,40,38,3,2,2.5,NA,3.83,0.991839994,3.417379561
social gathering,parties,party,1895,70,4,1,3,1.333333333,2,3.07,0.993002656,0.660893922
social gathering,party,party,1801,67,27,1,11,1.272727273,10,4.08,0.993002656,2.076567154
social gathering,pub,pub,921,43,4,1,2,2,1,2.28,0.952276382,0
social gathering,wedding,wedding,10811,40,38,6,4,4,1,3.71,0.992720351,0
social gathering,weddings,wedding,12635,70,4,7,2,5.5,NA,2.36,0.992720351,5.092593894
social relationship,acquaintance,acquaintance,12752,76,14,7,3,8.666666667,NA,2.44,0.901185807,0
social relationship,acquaintances,acquaintance,6593,80,24,3,3,4.666666667,NA,1.74,0.901185807,0
social relationship,best friend,best friend,11406,70,27,6,2,10.5,NA,4.621145115,0.957834974,0
social relationship,best friends,best friend,6808,22,27,4,3,3.666666667,NA,4.555161531,0.957834974,0.482160671
social relationship,boyfriend,boyfriend,4455,79,28,2,10,4.4,NA,3.57,0.885549382,0
social relationship,brother,brother,11627,79,28,6,3,6,NA,4.16,0.892644733,0
social relationship,colleague,colleague,16140,19,29,13,4,8.5,NA,2.54,0.949762518,0.14886736
social relationship,colleagues,colleague,10609,31,32,6,3,5,NA,2.52,0.949762518,0
social relationship,cousin,cousin,13855,19,29,9,3,10.33333333,NA,3.4,0.908366249,0
social relationship,enemy,enemy,11529,76,14,6,4,7.25,NA,3.39,0.914572972,0
social relationship,family,family,3192,43,8,2,5,3.4,NA,4.26,0.954278467,0.370834975
social relationship,father,father,10163,79,28,5,2,4.5,NA,4.45,0.969178717,0
social relationship,fiance,fiance,17189,19,29,18,2,11,NA,2.31,0.861800666,0
social relationship,friend,friend,107,19,29,1,7,1.142857143,6,4.33,0.938135076,0
social relationship,friends,friend,1918,70,27,1,4,1.5,3,4.19,0.938135076,0.482160671
social relationship,friendship,friendship,1811,67,37,1,6,1,6,3.07,0.974479586,2.254787285
social relationship,friendships,friendship,312,25,2,1,2,1,2,1.86,0.974479586,0
social relationship,girlfriend,girlfriend,15738,19,29,12,10,4.8,NA,3.59,0.957119749,0
social relationship,husband,husband,16883,19,29,16,4,7.25,NA,4,0.940924636,0
social relationship,mother,mother,10277,19,29,6,2,5,NA,4.39,0.946042715,0
social relationship,parent,parent,14338,61,34,9,2,6.5,NA,2.83,0.956456302,1.351027792
social relationship,peers,peer,11656,80,24,6,2,4,NA,1.94,0.897863024,0
social relationship,relationship,relationship,5216,37,11,3,2,2.5,NA,3.54,0.987854629,2.737772472
social relationship,romantic,romantic,3743,58,29,2,3,3.333333333,NA,3.25,0.947327086,0
social relationship,sister,sister,8891,28,22,5,3,6.333333333,NA,3.96,0.882098953,0
social relationship,teacher,teacher,17444,19,29,21,2,12.5,NA,3.45,0.909511045,0.01731629
social relationship,wife,wife,8363,76,14,4,4,7.75,NA,4.25,0.968305396,0
spice,basil,basil,10388,23,8,6,2,5,NA,1.85,0.958820481,1.530012436
spice,chilli,chili,1081,47,14,1,6,2,2,1.51,0.975554154,6.316286012
spice,chilli powder,chili,8237,71,28,4,2,2.5,1,2.926954289,0.975554154,12.52284426
spice,cinnamon,cinnamon,5824,56,28,3,7,2.714285714,3,2.18,0.9924549,7.579775568
spice,coriander,cilantro,11819,23,8,7,3,7.333333333,NA,0.7,0.968673402,6.416144472
spice,cumin,cumin,1303,53,15,1,11,2.454545455,6,1.23,0.982211304,8.485475329
spice,five,five,4858,26,10,3,4,6.5,NA,4.16,0.494021278,2.48113825
spice,ginger,ginger,8722,23,8,5,3,4,NA,2.52,0.92384634,6.320826327
spice,mint,mint,3753,59,2,2,2,6,NA,2.44,0.976559327,0
spice,mixed,mixed,4625,20,6,3,2,3.5,NA,3.04,0.654734612,6.232508858
spice,nutmeg,nutmeg,12677,71,28,7,2,5,NA,1.57,0.962255287,8.320181111
spice,oregano,oregano,8047,65,1,4,2,6.5,NA,1.63,0.966444637,0
spice,paprika,paprika,14456,71,28,9,11,3.363636364,2,1.62,0.941394229,7.617513643
spice,parsley,parsley,15777,23,8,12,2,8.5,NA,1.64,0.955450278,2.89991778
spice,pepper,pepper,1736,65,1,1,10,4.1,2,2.65,0.959385449,5.452123769
spice,salt,salt,3433,50,6,2,3,2,1,3,0.900116237,4.320879962
sport,american football,football,7768,55,20,4,4,5.5,NA,3.854520726,0.958896016,6.533868104
sport,athletics,athletics,16914,25,11,16,7,11.14285714,NA,1.52,0.961790839,4.611476983
sport,badminton,badminton,5320,40,7,3,9,7.555555556,NA,1.3,0.922164008,5.158220162
sport,baseball,baseball,15996,61,1,12,5,6.2,NA,3.11,0.902874375,4.85306028
sport,basketball,basketball,9770,64,23,5,16,5.9375,NA,3.04,0.936664738,4.889604723
sport,cricket,cricket,16334,61,1,13,8,6.875,NA,2.16,0.977569908,4.629219556
sport,croquet,croquet,6079,64,23,3,2,7.5,NA,1.65,0.930941308,3.999021567
sport,curling,curling,15974,55,20,12,2,10,NA,1.7,0.875840403,4.387038852
sport,cycling,cycling,17292,80,32,18,2,13.5,NA,1.32,0.900844951,4.233321617
sport,dance,dance,6803,22,22,4,2,8.5,NA,3.88,0.902374828,2.078338843
sport,dancing,dancing,16929,31,34,16,2,9.5,NA,3.44,0.912799821,2.541733301
sport,darts,darts,12909,19,25,8,4,10.75,NA,2,0.824740071,3.56526487
sport,diving,diving,16738,31,34,15,5,13.6,NA,2.51,0.905442819,2.558637872
sport,fencing,fencing,17188,19,25,18,3,10.33333333,NA,1.85,0.921927149,4.034694415
sport,football,football,736,37,9,1,17,2.058823529,9,3.28,0.958896016,3.978297535
sport,golf,golf,12020,31,34,7,6,6.166666667,NA,3.11,0.952736815,3.490490201
sport,gymnastics,gymnastics,7598,49,25,4,9,9.222222222,1,1.9,0.933443614,5.830876723
sport,handball,handball,14915,49,25,10,4,7.5,NA,1.46,0.847251375,3.869650664
sport,hiking,hike,15313,25,11,11,2,7.5,NA,2.13,0.910571253,0
sport,hockey,hockey,12401,55,20,7,9,6.555555556,NA,2.77,0.987383056,5.120745456
sport,ice hockey,ice hockey,10369,22,22,6,3,6.666666667,NA,3.668632484,0.986815487,5.991438976
sport,ice skating,ice skating,14279,55,20,9,2,6.5,NA,3.63598525,0.936452324,4.691950259
sport,javelin,javelin,14044,31,34,9,2,9,NA,1.4,0.807008559,2.254539122
sport,judo,judo,16679,19,25,15,3,14.33333333,NA,1.7,0.927630618,4.439401914
sport,karate,karate,16223,31,34,13,4,14.5,NA,2.59,0.965075643,1.915363638
sport,lacrosse,lacrosse,8793,25,11,5,6,11.33333333,NA,1.73,0.979741156,5.655719821
sport,polo,polo,16417,79,4,13,2,15.5,NA,2.25,0.978886346,4.81086947
sport,pool,pool,16405,76,32,13,4,11,NA,3.38,0.880245691,0.300031898
sport,rugby,rugby,7259,37,9,4,15,4.6,4,1.65,0.95485986,4.213289931
sport,rugby league,rugby,12978,22,22,8,2,4.5,1,2.999852725,0.95485986,6.115017843
sport,running,running,15365,31,34,11,9,10.22222222,NA,3.91,0.843562878,1.043813472
sport,sailing,sailing,13505,61,1,8,2,15.5,NA,2.68,0.934060778,2.49883282
sport,skiing,skiing,14960,55,20,10,3,9.333333333,NA,2.33,0.89732262,4.017078061
sport,squash,squash,15055,67,32,10,4,15.25,NA,2.35,0.707659702,3.152221421
sport,swimming,swimming,12342,52,29,7,15,7.266666667,2,3.01,0.885093078,2.577873647
sport,tennis,tennis,15033,64,23,10,12,8.166666667,1,2.84,0.955957286,4.043800251
sport,volleyball,volleyball,16096,76,32,12,6,7.833333333,1,1.77,0.877921412,4.368143231
sport,water polo,water polo,14890,46,22,10,5,8.4,NA,4.066674867,0.978532462,4.81086947
statistical term,algebra,algebra,15099,71,3,10,2,5.5,1,1.96,0.943776871,0
statistical term,average,average,4756,23,24,3,4,3.5,1,2.93,0.831177233,0
statistical term,correlation,correlation,12772,77,9,7,2,6.5,NA,1.48,0.976290188,0
statistical term,data,data,2650,26,27,2,2,4.5,NA,3.116,0.911984719,0.808753178
statistical term,mean,mean,2279,17,2,2,9,4.666666667,3,4.8,0.89879938,0
statistical term,median,median,7980,62,26,4,9,6.111111111,NA,1.32,0.90681968,0
statistical term,mode,mode,10402,23,24,6,9,7.222222222,NA,2.42,0.929525307,0
statistical term,percentages,percentage,671,35,21,1,3,2,2,1.32,0.966152559,0
statistical term,probability,probability,10295,20,11,6,4,3.25,2,2.06,0.969121855,0
statistical term,range,range,8060,65,15,4,3,9.666666667,NA,3.07,0.951537802,0
statistical term,significance,significance,4071,68,28,2,3,1.666666667,1,2.25,0.809350686,0
statistical term,variance,variance,14521,77,9,9,2,5.5,NA,1.3,0.946099616,0
stinging insect,ants,ant,5422,44,10,3,3,3.333333333,NA,2.56,0.842914467,50.64740584
stinging insect,bee,bee,4075,68,32,2,17,1.647058824,8,2.72,0.851869393,7.792491567
stinging insect,bees,bees,473,29,10,1,2,1,2,2.44,0.892959417,47.27775086
stinging insect,hornet,hornet,6946,26,26,4,2,3.5,NA,1.839,0.883879703,0
stinging insect,horsefly,horsefly,6738,20,27,4,2,3.5,NA,0.78,0.857192289,0
stinging insect,mosquito,mosquito,237,23,5,1,7,2.714285714,1,1.97,0.955785195,0
stinging insect,scorpion,scorpion,7685,53,1,4,6,3.333333333,1,2.14,0.903825781,23.27263429
stinging insect,wasp,wasp,2922,35,1,2,17,1.705882353,7,1.87,0.83526555,49.7173968
string instrument,banjo,banjo,10637,33,10,6,4,7,NA,1.92,0.950226365,26.16946406
string instrument,bass,bass,12167,39,35,7,5,4.2,NA,2.59,0.840922302,21.02919579
string instrument,bass guitar,bass guitar,3911,63,9,2,3,8.333333333,NA,3.073121795,0.936303386,52.74778542
string instrument,cello,cello,6785,21,39,4,14,3,NA,1.98,0.955110376,46.54692722
string instrument,double bass,double bass,9211,42,12,5,5,6.2,NA,3.55039015,0.875761924,22.37254552
string instrument,electric guitar,guitar,11936,27,20,7,5,5.6,NA,3.22149035,0.943548818,37.35639631
string instrument,guitar,guitar,1877,69,25,1,18,2.611111111,8,2.9,0.943548818,31.71858963
string instrument,harp,harp,11871,24,33,7,8,5.25,NA,2.13,0.924442657,38.73443662
string instrument,oboe,oboe,5309,39,35,3,2,5,NA,1.28,0.894804651,0
string instrument,piano,piano,4904,27,20,3,5,4,NA,3.1,0.951126903,23.35075228
string instrument,ukulele,ukulele,11003,51,25,6,7,5,NA,1.48,0.951932507,46.33241029
string instrument,viola,viola,3107,39,35,2,9,3.666666667,NA,2.18,0.934581464,38.67838399
string instrument,violin,violin,2182,78,22,1,19,1.578947368,11,2.39,0.904120179,46.7357252
supernatural being,alien,alien,1385,55,21,1,2,2.5,1,2.95,0.882177726,2.561460813
supernatural being,angel,angel,10269,19,16,6,3,3.666666667,1,3.6,0.859326375,0.538270048
supernatural being,demon,demon,9249,43,27,5,2,6.5,NA,3.2,0.947908184,0
supernatural being,demons,demon,11537,76,22,6,2,6,NA,2.84,0.947908184,10.03372059
supernatural being,devil,devil,11717,19,16,7,3,5,NA,3.32,0.891439734,0
supernatural being,ghost,ghost,4941,28,19,3,10,1.2,9,3.27,0.91468156,1.244106706
supernatural being,ghosts,ghost,5403,43,27,3,5,2.4,3,2.86,0.91468156,0
supernatural being,god,god,942,43,27,1,2,1.5,1,4.66,0.891644722,0
supernatural being,poltergeist,poltergeist,3417,49,27,2,3,2.333333333,NA,1.52,0.956696526,0
supernatural being,spirit,spirit,5588,49,27,3,2,2.5,NA,3.4,0.913089075,0
supernatural being,spirits,spirits,5318,40,5,3,4,4.5,NA,2.92,0.862283095,0
supernatural being,vampire,vampire,5986,61,35,3,9,3.666666667,2,2.95,0.81009421,9.714643124
supernatural being,vampires,vampire,4010,67,6,2,3,1.666666667,1,2.66,0.81009421,0
supernatural being,werewolf,werewolf,565,31,28,1,7,2.428571429,1,2.36,0.930533888,11.14575694
supernatural being,witches,witch,6083,64,33,3,4,5,NA,2.73,0.884335686,6.742253114
supernatural being,zombie,zombie,15452,43,27,11,5,7,NA,2.27,0.923050854,0
supernatural being,zombies,zombie,8085,67,6,4,2,4,NA,2.06,0.923050854,8.036089794
symptom of illness,aching,aching,9449,52,21,5,2,8,NA,2.03,0.925064594,0
symptom of illness,cold,cold,2588,25,4,2,3,3,NA,3.82,0.907591211,1.870027106
symptom of illness,cough,cough,314,25,4,1,6,2.5,3,2.65,0.814189596,21.82582978
symptom of illness,coughing,cough,2704,28,6,2,8,1.75,5,2.4,0.814189596,31.30021887
symptom of illness,cramps,cramp,7669,52,21,4,2,5,NA,1.94,0.89122211,66.57984908
symptom of illness,diarrhoea,diarrhea,10284,19,39,6,3,4.333333333,NA,1.3,0.8248044,53.71377762
symptom of illness,dizziness,dizziness,9376,49,4,5,3,4.333333333,NA,1.68,0.873794336,0
symptom of illness,dizzy,dizzy,11879,25,4,7,2,8,NA,2.63,0.884899004,0
symptom of illness,drowsiness,drowsiness,1792,67,18,1,2,3,1,0.78,0.923278742,0
symptom of illness,feeling cold,cold,11997,31,2,7,2,7.5,NA,4.179503386,0.907591211,1.870027106
symptom of illness,fever,fever,12406,55,28,7,5,4.6,1,3.01,0.916968755,15.42382973
symptom of illness,headache,headache,6711,19,39,4,10,4,1,2.86,0.746112652,0
symptom of illness,headaches,headache,12642,70,11,7,3,6.333333333,NA,2.43,0.746112652,0
symptom of illness,high temperature,high temperature,4814,25,4,3,5,3.4,1,4.029706164,0.90458212,0
symptom of illness,nausea,nausea,6997,28,6,4,7,5,NA,2.05,0.85238211,0
symptom of illness,pain,pain,14429,70,11,9,4,7.25,NA,3.7,0.942875827,8.50796005
symptom of illness,rash,rash,7273,37,26,4,3,3.333333333,1,2.61,0.912148523,0
symptom of illness,rashes,rash,12578,67,18,7,2,8.5,NA,1.43,0.912148523,0
symptom of illness,redness,redness,6551,79,20,3,2,4.5,NA,1.04,0.777366773,0
symptom of illness,shivering,shivering,13135,31,2,8,2,9,NA,1.92,0.899784481,0
symptom of illness,sick,sick,877,40,36,1,2,1.5,1,3.93,0.968003268,5.385754543
symptom of illness,sickness,sickness,2393,19,39,2,4,5.5,NA,2.61,0.951648512,44.73764856
symptom of illness,sneezing,sneezing,3638,55,28,2,2,2,NA,1.756,0.889285495,0
symptom of illness,sore throat,sore throat,1062,46,34,1,3,2.333333333,1,3.411329816,0.789128372,0
symptom of illness,stomach ache,stomachache,13636,70,11,8,3,5,1,3.27105726,0.788215945,16.06544357
symptom of illness,sweating,sweating,11024,52,21,6,3,6,NA,2.62,0.94346452,0
symptom of illness,swelling,swelling,4447,79,20,2,2,4,NA,2.21,0.903084785,0
symptom of illness,temperature,temperature,5865,58,8,3,5,3.6,NA,2.85,0.912802716,0
symptom of illness,tiredness,tiredness,4928,28,6,3,5,4.6,1,0.48,0.90434867,0
symptom of illness,vomit,vomit,15433,40,36,11,2,7,NA,2.44,0.854399037,0
symptom of illness,vomiting,vomiting,7584,49,4,4,4,5,NA,2.18,0.857387714,0
team sport,american football,football,12875,17,39,8,7,6,NA,3.854520726,0.942181291,16.2980502
team sport,badminton,badminton,8306,74,30,4,2,6.5,NA,1.3,0.900335535,9.244317181
team sport,baseball,baseball,7793,56,7,4,4,6.5,NA,3.11,0.904168126,19.36124984
team sport,basketball,basketball,10564,29,31,6,13,3.153846154,1,3.04,0.921044462,22.1668436
team sport,cricket,cricket,10874,44,21,6,5,7,NA,2.16,0.960079175,16.13805983
team sport,doubles tennis,tennis,1950,71,21,1,2,5,1,2.924145777,0.944385957,1.131328366
team sport,football,football,9345,47,24,5,20,1.65,12,3.28,0.942181291,14.49073623
team sport,handball,handball,10229,17,39,6,2,5,NA,1.46,0.851778353,3.03261011
team sport,hockey,hockey,10664,35,15,6,16,4.9375,1,2.77,0.990653171,24.39593867
team sport,ice hockey,ice hockey,13702,74,30,8,5,6.2,NA,3.668632484,0.965659062,24.52088201
team sport,lacrosse,lacrosse,14375,65,20,9,7,6.857142857,NA,1.73,0.969176996,24.75573609
team sport,polo,polo,6191,68,30,3,3,7.666666667,NA,2.25,0.983207095,13.57517326
team sport,rowing,rowing,11345,68,30,6,5,6,NA,1.82,0.873538372,15.04161449
team sport,rugby,rugby,3985,65,20,2,18,3.055555556,2,1.65,0.928218455,15.22377575
team sport,tennis,tennis,13462,56,7,8,3,6.666666667,NA,2.84,0.944385957,1.131328366
team sport,volleyball,volleyball,5529,47,24,3,9,7,NA,1.77,0.895251984,17.24333019
team sport,water polo,water polo,12558,65,20,7,7,6.857142857,NA,4.066674867,0.96649867,13.57517326
three-dimensional shape,cone,cone,10124,78,19,5,3,3.333333333,1,2.18,0.951716514,37.51171696
three-dimensional shape,cube,cube,1233,51,22,1,17,1.176470588,14,2.18,0.964584414,20.66357923
three-dimensional shape,cylinder,cylinder,5861,57,38,3,2,4.5,NA,1.91,0.970950535,0
three-dimensional shape,prism,prism,4686,21,29,3,4,3,NA,1.62,0.917818983,0
three-dimensional shape,pyramid,pyramid,2349,18,33,2,8,3.125,NA,2.31,0.974830286,0
three-dimensional shape,sphere,sphere,7635,51,22,4,14,2.857142857,2,2.1,0.990948552,0
time of day,afternoon,afternoon,4233,72,37,2,18,2.388888889,1,3.67,0.992802973,0
time of day,bedtime,bedtime,11468,72,37,6,2,9.5,NA,2.5,0.801255536,0
time of day,breakfast,breakfast,12964,21,30,8,3,7.666666667,NA,3.53,0.71380389,1.588140978
time of day,dawn,dawn,11198,60,35,6,5,4.6,NA,3.11,0.914643898,0.831823786
time of day,daytime,daytime,6880,24,29,4,2,4.5,NA,2.29,0.970159293,0.184333865
time of day,dinner,dinnertime,3369,48,6,2,2,4,NA,4.01,0.796846149,0.044939613
time of day,dusk,dusk,9286,45,7,5,4,5.75,NA,1.79,0.83216997,4.41846651
time of day,evening,evening,7918,60,35,4,20,4.3,1,3.79,0.954210505,0
time of day,lunchtime,lunchtime,11783,21,30,7,4,7,NA,2.1,0.778933926,0
time of day,midday,midday,9664,60,35,5,9,5.555555556,1,1.63,0.984553356,1.049795669
time of day,midnight,midnight,11153,57,18,6,6,7.166666667,NA,3.16,0.916434049,0.416475418
time of day,morning,morning,185,21,30,1,19,2.684210526,16,4.35,0.971597583,0
time of day,night,night,5449,45,7,3,8,3.875,NA,4.65,0.976560215,0.432856076
time of day,nighttime,nighttime,8277,72,37,4,7,5,NA,2.03,0.948336166,0
time of day,noon,noon,2999,36,39,2,4,3.5,NA,2.97,0.94625131,4.136919875
